Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"29313","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","88.84%"
"29314","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","88.34%"
"29315","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"29316","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","80.77%"
"29317","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"29345","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.15%"
"29346","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","90.38%"
"29347","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","10","89.52%"
"29349","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","93.74%"
"29356","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","8","90.40%"
"29359","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","91.00%"
"29361","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","91.56%"
"29362","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","89.74%"
"29363","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","89.81%"
"29364","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","90.87%"
"29365","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","92.41%"
"29370","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","89.69%"
"29371","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","77.14%"
"31002","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","11","91.69%"
"31003","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"31004","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","80.18%"
"31005","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.08%"
"31009","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","86.87%"
"31010","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","85.08%"
"31013","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","84.26%"
"31014","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","84.89%"
"31016","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","85.48%"
"31017","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","87.51%"
"31018","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"31201","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","89.83%"
"31210","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","83.93%"
"31213","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","82.67%"
"31214","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","87.24%"
"31216","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","85.71%"
"31218","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","82.75%"
"31223","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","88.74%"
"31224","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","89.05%"
"31225","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","87.81%"
"31241","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","82.35%"
"31242","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","88.72%"
"31246","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","84.28%"
"31247","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","10","86.85%"
"31248","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","85.33%"
"32100","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","9","86.81%"
"32101","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","89.86%"
"32102","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","91.68%"
"32103","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","90.63%"
"32106","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.46%"
"32109","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","91.96%"
"32111","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","78.57%"
"32112","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","84.39%"
"32113","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","82.37%"
"32137","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","80.69%"
"32142","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","87.94%"
"32143","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","94.91%"
"32145","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","92.89%"
"32146","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","92.04%"
"32157","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","89.17%"
"32160","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","89.04%"
"32162","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","85.43%"
"32166","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","86.07%"
"32171","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","8","86.02%"
"32178","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","13","81.38%"
"32179","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","89.10%"
"32180","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","90.88%"
"32184","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","87.09%"
"32188","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","91.04%"
"32190","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","8","89.15%"
"32193","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","87.76%"
"32195","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","88.77%"
"32196","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","10","89.31%"
"32200","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","89.84%"
"32205","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","8","90.81%"
"32208","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","92.35%"
"32210","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"32211","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","94.85%"
"32212","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","89.30%"
"32213","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","11","89.66%"
"32232","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","87.85%"
"32265","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","88.44%"
"32266","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","92.81%"
"32267","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.90%"
"32269","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","91.39%"
"32270","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","88.38%"
"32280","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","89.73%"
"32282","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","86.69%"
"32287","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","89.73%"
"32295","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","87.98%"
"32300","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","89.12%"
"32302","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","90.06%"
"32303","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","13","86.97%"
"32305","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","92.37%"
"32306","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","13","92.44%"
"32307","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","7","84.93%"
"32308","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","85.24%"
"32309","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","87.47%"
"32312","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","84.32%"
"32313","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","90.72%"
"32314","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","91.36%"
"32316","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","92.54%"
"32318","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","89.68%"
"32319","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","87.90%"
"32320","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","86.89%"
"32335","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","11","85.58%"
"32337","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","86.61%"
"32338","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","86.23%"
"32345","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","89.60%"
"32349","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.30%"
"32355","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.18%"
"32356","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","81.98%"
"32358","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","86.42%"
"32362","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","90.96%"
"32365","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","86.91%"
"32366","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","88.42%"
"32367","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","88.00%"
"32368","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","84.95%"
"32369","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","86.60%"
"32370","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","9","77.32%"
"32371","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","87.96%"
"32376","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","86.52%"
"32379","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","11","87.91%"
"32393","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","86.21%"
"32395","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","84.58%"
"32397","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","6","83.62%"
"32400","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","91.81%"
"32401","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","91.80%"
"32402","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","85.70%"
"32403","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","78.87%"
"32404","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","87.16%"
"32408","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","75.48%"
"32412","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","92.49%"
"33109","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"33114","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","90.39%"
"33117","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","90.78%"
"33118","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","81.08%"
"33122","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","89.91%"
"33123","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","85.00%"
"33124","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"33126","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","86.46%"
"33127","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","89.44%"
"33128","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","80.06%"
"33130","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"33131","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","100.00%"
"33132","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","84.97%"
"33133","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"33134","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"33135","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","78.20%"
"33136","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","91.82%"
"33137","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"34091","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","71.79%"
"34092","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","78.93%"
"34093","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","75.13%"
"34095","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","79.87%"
"34097","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","78.30%"
"34098","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","79.95%"
"34337","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","78.66%"
"35125","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","91.85%"
"35128","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","89.74%"
"35129","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","92.05%"
"35134","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","92.41%"
"35140","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.75%"
"36003","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","93.62%"
"36007","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","92.12%"
"36008","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","92.48%"
"36013","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","90.94%"
"36014","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","91.59%"
"36015","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","92.62%"
"36016","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","93.51%"
"36017","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"36018","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"36105","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","2","92.44%"
"36107","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"36264","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","1","92.48%"
"36265","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","90.24%"
"36266","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","5","88.89%"
"36268","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","3","90.30%"
"36277","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","92.23%"
"36279","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","4","91.46%"
"36281","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"36282","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","0.00%"
"36283","PRESIDENT AND VICE PRESIDENT","ROQUE ""ROCKY"" DE LA FUENTE GUERRA/KANYE OMARI WEST (AI)","0","66.67%"
